Date,AAPL,MSFT,QQQ,SPY
1/2/2020,72.47,152.5056915283203,208.58021545410156,297.70
1/3/2020,71.76374816894531,150.6067352294922,206.6696319580078,295.44
1/6/2020,72.33556365966797,150.99600219726562,208.0012664794922,296.5718078613281
1/7/2020,72.00,149.6192626953125,207.97232055664062,295.73797607421875
1/8/2020,73.15350341796875,152.00245666503906,209.53549194335938,297.3141784667969
1/9/2020,74.70732879638672,153.9014129638672,211.3109893798828,299.3300476074219
1/10/2020,74.87623596191406,153.18931579589844,210.77059936523438,298.46868896484375
1/13/2020,76.47590637207031,155.03131103515625,213.20223999023438,300.52142333984375
1/14/2020,75.44322967529297,153.93943786621094,212.36277770996094,300.0632019042969
1/15/2020,75.11992645263672,154.9363555908203,212.44960021972656,300.7413635253906
1/16/2020,76.06,157.77536010742188,214.48562622070312,303.2429504394531
1/17/2020,76.90298461914062,158.65834045410156,215.54702758789062,304.1867980957031
1/21/2020,76.38180541992188,158.08865356445312,215.45054626464844,303.5911865234375
1/22/2020,76.65447998046875,157.3290557861328,216.01988220214844,303.6278991699219
1/23/2020,77.02363586425781,158.29751586914062,216.71463012695312,303.97613525390625
1/24/2020,76.80164337158203,156.70242309570312,214.8909149169922,301.2728271484375
1/27/2020,74.54327392578125,154.08181762695312,210.4521942138672,296.44
1/28/2020,76.65203094482422,157.10118103027344,213.68470764160156,299.55
1/29/2020,78.25655364990234,159.5508270263672,214.03207397460938,299.3026123046875
1/30/2020,78.14313507080078,164.05136108398438,214.7943878173828,300.2740173339844
1/31/2020,74.67839813232422,161.63021850585938,211.38815307617188,294.8216857910156
2/3/2020,74.47330474853516,165.57,214.58213806152344,297.0117492675781
2/4/2020,76.93191528320312,171.02056884765625,219.49366760253906,301.5385437011719
2/5/2020,77.55926513671875,170.8116912841797,220.21734619140625,305.0207824707031
2/6/2020,78.46646881103516,174.35328674316406,222.11825561523438,306.04705810546875
2/7/2020,77.40,174.6001434326172,221.16297912597656,304.4159240722656
2/10/2020,77.76749420166016,179.16712951660156,223.8358154296875,306.6885070800781
2/11/2020,77.29832458496094,175.1223602294922,223.8744354248047,307.2200012207031
2/12/2020,79.13398742675781,175.37869262695312,226.06,309.1993713378906
2/13/2020,78.57,174.42922973632812,225.7657012939453,308.8694152832031
2/14/2020,78.58980560302734,175.98635864257812,226.41220092773438,309.3642883300781
2/18/2020,77.15,177.77142333984375,226.49903869628906,308.5670166015625
2/19/2020,78.26815032958984,178.30455017089844,228.67013549804688,310.0423889160156
2/20/2020,77.46517944335938,175.58164978027344,226.54727172851562,308.7686462402344
2/21/2020,75.71175384521484,170.0310516357422,222.19546508789062,305.59
2/24/2020,72.11541748046875,162.70005798339844,213.62681579589844,295.45391845703125
2/25/2020,69.67273712158203,160.01519775390625,207.81793212890625,286.5010070800781
2/26/2020,70.77799987792969,162.01455688476562,208.88897705078125,285.4471435546875
2/27/2020,66.15,150.5991668701172,198.42910766601562,272.6273193359375
2/28/2020,66.11266326904297,154.25,198.58351135253906,271.4818115234375
3/2/2020,72.26780700683594,164.50900268554688,208.83108520507812,283.24
3/3/2020,69.97,156.62579345703125,202.13446044921875,275.12896728515625
3/4/2020,73.21826934814453,162.37635803222656,210.56797790527344,286.6934509277344
3/5/2020,70.84329223632812,158.30149841308594,204.1704864501953,277.1632080078125
3/6/2020,69.90250396728516,153.8267059326172,200.7256622314453,272.5814514160156
3/9/2020,64.37376403808594,143.40151977539062,186.78236389160156,251.29432678222656
3/10/2020,69.01004791259766,153.20785522460938,196.95274353027344,264.2975769042969
3/11/2020,66.61329650878906,146.2672576904297,188.37448120117188,251.4134979248047
3/12/2020,60.03,132.39549255371094,171.10215759277344,227.36
3/13/2020,67.22762298583984,151.22,185.59544372558594,246.79502868652344
3/16/2020,58.578975677490234,128.92996215820312,163.3634033203125,219.78977966308594
3/17/2020,61.15469741821289,139.54562377929688,175.75314331054688,231.6566925048828
3/18/2020,59.657630920410156,133.6713104248047,170.40740966796875,219.92721557617188
3/19/2020,59.200531005859375,135.87059020996094,171.4302520751953,220.39
3/20/2020,55.44215393066406,130.76747131347656,164.71429443359375,210.89682006835938
3/23/2020,54.26432800292969,129.46,164.83323669433594,205.50457763671875
3/24/2020,59.70841979980469,141.2307891845703,177.59750366210938,224.1239471435547
3/25/2020,59.37950897216797,139.87881469726562,176.2824249267578,227.47915649414062
3/26/2020,62.50424575805664,148.6283721923828,185.5654754638672,240.76161193847656
3/27/2020,59.91641616821289,142.5255889892578,179.18341064453125,233.59036254882812
3/30/2020,61.62631607055664,152.5509490966797,185.7008819580078,241.17640686035156
3/31/2020,61.500553131103516,150.1517333984375,184.1150360107422,237.58151245117188
4/1/2020,58.26457214355469,144.82009887695312,176.29209899902344,226.88922119140625
4/2/2020,59.236812591552734,147.8191375732422,179.8699493408203,232.12478637695312
4/3/2020,58.385494232177734,146.45765686035156,177.3170623779297,228.7696075439453
4/6/2020,63.47889709472656,157.3494415283203,189.99429321289062,244.1351776123047
4/7/2020,62.74366760253906,155.65469360351562,189.9169464111328,244.38404846191406
4/8/2020,64.34955596923828,157.21609497070312,193.94932556152344,252.59
4/9/2020,64.81391143798828,157.22560119628906,194.22975158691406,256.43
4/13/2020,66.08605194091797,157.5778350830078,196.32810974121094,254.0901336669922
4/14/2020,69.42361450195312,165.3753204345703,204.8666229248047,261.58392333984375
4/15/2020,68.78997802734375,163.64260864257812,202.51686096191406,256.03
4/16/2020,69.33657836914062,168.5553436279297,206.21075439453125,257.2608947753906
4/17/2020,68.39574432373047,170.0405731201172,208.1834259033203,264.21
4/20/2020,66.98,166.67,205.71762084960938,259.5561218261719
4/21/2020,64.90583038330078,159.77719116210938,198.12672424316406,251.67523193359375
4/22/2020,66.77536010742188,165.2040252685547,204.00601196289062,257.2608947753906
4/23/2020,66.51655578613281,163.2046356201172,203.57089233398438,257.24
4/24/2020,68.43687438964844,166.1846466064453,206.78126525878906,260.83
4/27/2020,68.48523712158203,165.70860290527344,208.44451904296875,264.5888977050781
4/28/2020,67.37510681152344,161.67181396484375,204.51853942871094,263.3722229003906
4/29/2020,69.58806610107422,168.9265899658203,211.77093505859375,270.2668762207031
4/30/2020,71.05611419677734,170.62127685546875,211.68394470214844,267.7505187988281
5/1/2020,69.91215515136719,166.20370483398438,205.71762084960938,260.6621398925781
5/4/2020,70.90133666992188,170.27,208.11570739746094,261.3812561035156
